Movie,Actor,Strength
Pinocchio,Elena Anaya,0.36
Kundun,Elena Anaya,0.225
Next Door (Naboer),Elena Anaya,0.18
Harry Potter II - Kammer des Schreckens,Elena Anaya,0.135
"History of Violance, The",Elena Anaya,0.24
Alexander,Elena Anaya,0.16
Pirates of the Caribbean III: At World's End,Elena Anaya,0.16
Kingsman,Elena Anaya,0.12
Inglorious Basterds,Elena Anaya,0.08
"Pompeji, Die letzten Tage von Pompeji",Elena Anaya,0.04
Kingdom of Heaven,Elena Anaya,0.007
Snowpiercer,Javier Camara,0.9
Gothika,Eduardo Noriega,1.1
Gothika,Eduardo Noriega,2.7
Happy Feet,Eduardo Noriega,0.81
Safe House,Eduardo Noriega,0.72
"Butterfly Effect 2, The",Eduardo Noriega,0.63
Monsters University,Eduardo Noriega,4
Monster,Eduardo Noriega,1.4
Drachenzähmen (How to Train Your Dragon),Blanca Rortillo,1.6
Fifth Element,Carlos Bardem,1.1
"Last Days on Mars, The",Carlos Bardem,0.9
Mimic,Carlos Bardem,0.72
Alatriste,Colin Farrell,1.1
"Ende, Das (Assault on Precinct 13)",Colin Farrell,1
Hercules,Colin Farrell,0.75
"Girl with the Dragon Tattoo, The (Verblendung)",Colin Farrell,0.5
Akte Jane (G.I. Jane),Colin Farrell,0.36
Machtlos (Rendition),Colin Farrell,0.27
Romeo + Juliet,Colin Farrell,0.08
"Social Network, The",Colin Farrell,0.08
Prinzessin Fantaghiro,Angelina Jolie,0.9
Before Sunrise,Angelina Jolie,0.81
Art of War,Angelina Jolie,0.72
"Last Days on Mars, The",Angelina Jolie,0.63
"Family Stone, The",Angelina Jolie,0.68
Plötzlich Prinzessin,Angelina Jolie,0.68
Poseidon,Angelina Jolie,0.04
Anastasia,Angelina Jolie,0.032
"Maulwurf, Der - In der Stadt",Angelina Jolie,0.105
No Country for old Men,Angelina Jolie,0.07
McLeods Töchter: Staffel 6,Val Kilmer,1.25
Night at the Museum (Nachts im Museum),Val Kilmer,1
Perfect World,Val Kilmer,0.855
From Hell,Val Kilmer,0.81
Jarhead,Val Kilmer,0.765
Darf ich Bitten? (Shall We Dance?),Val Kilmer,0.225
Dogma,Val Kilmer,0.56
Gattaca,Val Kilmer,0.4
Platoon,Val Kilmer,0.28
"Monuments Men, The",Val Kilmer,0.08
Pulp Fiction,Val Kilmer,0.08
Black Swan,Anthony Hopkins,1.25
Max Payne,Anthony Hopkins,0.9
Bones: Die Knochenjägerin (Season 1),Anthony Hopkins,0.855
Kaltes Blut (Infamous),Anthony Hopkins,0.81
Shaft,Anthony Hopkins,0.765
Matrix,Anthony Hopkins,0.675
Cinderella,Anthony Hopkins,0.63
Romeo + Juliet,Anthony Hopkins,0.585
Operation: Kingdom,Anthony Hopkins,0.27
Mr. and Mrs. Smith,Anthony Hopkins,0.4
Sennentuntschi,Anthony Hopkins,0.006
D-Day 6.6.44,Rosario Dawson,3.5
"Arielle, die Meerjungfrau",Rosario Dawson,2.5
"Reader, The (Der Vorleser)",Rosario Dawson,0.75
"Island, The",Rosario Dawson,0.9
Männerpension,Rosario Dawson,0.45
"Perfekte Verbrechen, Das (Fracture)",Rosario Dawson,0.225
Schindler's List,Rosario Dawson,0.32
Signs,Rosario Dawson,0.16
Cool Runnings,Rosario Dawson,0.024
"Kill Bill, Volume 1",Rosario Dawson,0.024
"Eiskönigin, Die (Frozen)",Rosario Dawson,0.008
Pirates of the Caribbean II: Dead Man's Chest,Rosario Dawson,0.008
S.W.A.T.,Rosario Dawson,0.008
Dirty Dancing 2,Rosario Dawson,0.021
"Chef zum Verlieben, Ein (Two weeks notice)",Elijah Wood,1
Rambo IV,Elijah Wood,0.72
"Golden Compass, The",Elijah Wood,0.68
Ghost Rider,Elijah Wood,0.07
"Prince & Me, The",Eugene Hutz,1.1
Harry Potter IV - Feuerkelch,Eugene Hutz,0.9
Planes,Eugene Hutz,0.9
Pitch Black,Eugene Hutz,0.81
Schatten einer Liebe (To Gillian on Her 37th Birthday),Eugene Hutz,0.72
Pirates of the Caribbean IV: Fremde Gezeiten,Eugene Hutz,0.63
"Good Shepherd, The",Boris Leskin,1.5
San Andreas,Boris Leskin,0.9
Harry Potter IV - Feuerkelch,Boris Leskin,1
"Geheimnisvolle Schatz von Troja, Der",Boris Leskin,0.63
"Asterix, der Gallier",Laryssa Lauret,1.215
ROM - 1. Staffel,Laryssa Lauret,1.125
Gone Baby Gone,Laryssa Lauret,0.9
Conspiracy.com,Laryssa Lauret,0.81
"Missing, The",Laryssa Lauret,0.6
"Fähnlein der sieben Aufrechten, Das",Laryssa Lauret,0.48
Mercury Rising,Laryssa Lauret,0.16
"Schatz zum Verlieben, Ein (Fool's Gold)",Ben Stiller,1.1
Johanna von Orleans (Joan of Arc),Ben Stiller,0.81
"Chef zum Verlieben, Ein (Two weeks notice)",Ben Stiller,0.72
Bridget Jones's Diary,Ben Stiller,0.63
Alexander,Ben Stiller,0.48
Metro,Jennifer Aniston,1
Anastasia,Jennifer Aniston,0.88
Niko - Ein Rentier hebt ab,Jennifer Aniston,0.76
"Family Stone, The",Philip Seymour Hoffman,0.9
Daredevil,Philip Seymour Hoffman,0.765
Ice Age 4: Continental Drift,Philip Seymour Hoffman,0.675
Ice Age 2: The Meltdown,Philip Seymour Hoffman,0.63
Cast Away,Philip Seymour Hoffman,0.585
Apocalypse Now,Philip Seymour Hoffman,0.72
"Eiskönigin, Die (Frozen)",Philip Seymour Hoffman,0.64
Liebe auf Umwegen (Raising Helen),Philip Seymour Hoffman,0.4
Moonlight and Valentino,Philip Seymour Hoffman,0.12
Bandidas,Philip Seymour Hoffman,0.28
NBA - Dunks,Philip Seymour Hoffman,0.035
Cargo,Philip Seymour Hoffman,0.03
Kundun,Philip Seymour Hoffman,0.03
Pate I (The Godfather),Philip Seymour Hoffman,0.03
"Last Days on Mars, The",Debra Messing,1.25
Bones: Die Knochenjägerin (Season 5),Debra Messing,0.72
"Eiskönigin, Die (Frozen)",Debra Messing,0.88
Plötzlich Prinzessin,Debra Messing,0.76
Before Sunrise,Debra Messing,0.72
Blow,Debra Messing,0.64
Niko - Ein Rentier hebt ab,Debra Messing,0.49
Breaking and Entering,Debra Messing,0.06
Gothika,Alec Baldwin,1.8
Dreamcatcher,Alec Baldwin,0.4
Drei Haselnüsse für Aschenbrödel,Alec Baldwin,3.6
Pakt der Wölfe (Brotherhood of the Wolf),Alec Baldwin,2.52
Final Destination 3,Alec Baldwin,1.35
Full Metal Jacket,Alec Baldwin,0.675
"Dreimäderlhaus, Das",Alec Baldwin,0.27
Monsters University,Alec Baldwin,1.2
Bowling for Columbine,Alec Baldwin,0.56
"Junge im gestreiften Pyjama, Der",Mandy Moore,1.25
Déjà Vu,Mandy Moore,0.99
Lola Rennt,Mandy Moore,0.9
Frequency,Mandy Moore,0.81
Liebe auf Umwegen (Raising Helen),Mandy Moore,0.135
Pinocchio,Mandy Moore,0.09
Dark Angel - Season Two,Mandy Moore,0.64
San Andreas,Mandy Moore,0.4
Casablanca,Mandy Moore,0.035
Daredevil,Mandy Moore,0.035
Pate I (The Godfather),Mandy Moore,0.03
Matrix Reloaded,Jeremy Piven,1.25
Fifth Element,Jeremy Piven,0.9
Lola Rennt,Jeremy Piven,0.9
Alles ist erleuchtet (Everything Is Illuminated),Jeremy Piven,0.855
Letters to Juliet (Biefe an Julia),Jeremy Piven,0.81
"Schatzinsel, Die (PRO7)",Jeremy Piven,0.765
Daredevil,Jeremy Piven,0.675
Before Sunrise,Jeremy Piven,0.315
Blow,Matthew Goode,0.09
"Maulwurf, Der - Abenteuer im Karneval",Matthew Goode,1
"Maulwurf, Der - In der Stadt",Matthew Goode,0.88
Bowling for Columbine,Annabella Sciorra,3
Dreamcatcher,Annabella Sciorra,2.7
Dead Man Walking,Caroline Goodall,1.575
Barfuss,Caroline Goodall,1.35
"Bourne Supremacy, The",Caroline Goodall,0.27
Harry Potter V - Orden des Phönix,Caroline Goodall,1
"Pacific, The",Caroline Goodall,0.48
Notting Hill,Caroline Goodall,0.32
"American, The",Caroline Goodall,0.24
Carolina Moon (Lilien im Sommerwind),Caroline Goodall,0.08
"Kühe sind los, Die",Caroline Goodall,0.04
American Princess,Caroline Goodall,0.7
Hugo Cabret,Caroline Goodall,0.35
Ratatouille,Mark Harmon,1.25
Pirates of the Caribbean I: The Curse of the Black Pearl,Mark Harmon,1
Ritter und Burgen (WAS IST WAS),Mark Harmon,0.8
Gattaca,Mark Harmon,0.7
Chliine Iisbär - Em Nanouk sini Rettig,Mark Harmon,0.54
Next,Mark Harmon,0.405
Sandmännchen - Gute Nacht Geschichten,Mark Harmon,0.27
"Brothers Grimm, The",Mark Harmon,0.09
Head in the Clouds,Mark Harmon,0.4
Harry Potter V - Orden des Phönix,Mark Harmon,0.32
"Pakt, Der (The Couvenant)",George Clooney,0.09
Exit,George Clooney,0.048
Mercury Rising,George Clooney,0.04
Natural Born Killers,George Clooney,0.105
NBA - Dunks,George Clooney,0.056
Shooter,Thekla Reuten,1.305
Liebe und Eis (The Cutting Edge),Thekla Reuten,0.7
"Golden Compass, The",Bruce Altman,0.4
Snow White and the Huntsman,Bruce Altman,0.9
"Jacket, The",Bruce Altman,0.72
Im Juli,Bruce Altman,0.675
Schatten einer Liebe (To Gillian on Her 37th Birthday),Bruce Altman,0.63
Flags of Our Fathers,Bruce Altman,0.585
Däumeline,Bruce Altman,0.576
Battleship,Bruce Altman,0.567
Pirates of the Caribbean IV: Fremde Gezeiten,Bruce Altman,0.405
"Butterfly Effect 1, The",Bruce Altman,0.36
Oxford Murders,Bruce Altman,0.27
Argo,Bruce Altman,0.135
"Chef zum Verlieben, Ein (Two weeks notice)",Bruce Altman,0.135
Knockin' on Heaven's Door,Bruce Altman,0.09
"History of Violance, The",Bruce Altman,0.072
Batman Begins,Bruce Altman,0
Haven - Staffel 1,Bruce Altman,0.2
Kon-Tiki,Bruce Altman,0.2
Mission: Impossible II,Bruce Altman,0.16
Rambo IV,Bruce Altman,0.12
Snatch,Bruce Altman,0.12
"Narnia I, The Chronicles of Narnia",Bruce Altman,0.088
Cloverfield,Bruce Altman,0.08
"International, The",Bruce Altman,0.08
Krieg der Welten (War of the Worlds),Bruce Altman,0.08
"Maulwurf, Der - Und seine Freunde",Bruce Altman,0.08
"Maulwurf, Der - Abenteuer als Gärtner",Bruce Altman,0.064
Robin Hood,Bruce Altman,0.064
Sideways,Bruce Altman,0.056
Lord of War,Bruce Altman,0.04
Gone Girl,Bruce Altman,0.008
"Schöne und das Biest, Die",Bruce Altman,0.008
"Arielle, die Meerjungfrau",Bruce Altman,0.035
Casanova,Bruce Altman,0.007
"Maulwurf, Der - Abenteuer als Fotograf",Bruce Altman,0.007
Alexander,Paolo Bonacelli,1.25
ROM - 1. Staffel,Paolo Bonacelli,0.99
Oblivion,Paolo Bonacelli,0.81
"Missing, The",Paolo Bonacelli,0.2
Rubinrot,Violante Placido,1.25
Snow White and the Huntsman,Violante Placido,0.99
Oxford Murders,Violante Placido,0.9
Im Juli,Violante Placido,0.81
Alle Lieben MICKY,Violante Placido,0.72
"Butterfly Effect 1, The",Violante Placido,0.56
Däumeline,Violante Placido,0.52
Battleship,Violante Placido,0.48
Kon-Tiki,Violante Placido,0.16
Bridget Jones's Diary,Violante Placido,0.06
"Jacket, The",Morgan Freeman,0.25
Schatten einer Liebe (To Gillian on Her 37th Birthday),Morgan Freeman,0.945
Million Dollar Baby,Morgan Freeman,0.9
"Butterfly Effect 1, The",Morgan Freeman,0.63
Down in the Valley,Morgan Freeman,0.585
Däumeline,Morgan Freeman,0.54
Rambo IV,Morgan Freeman,0.495
Batman Begins,Morgan Freeman,0.45
"Golden Compass, The",Morgan Freeman,0.45
Pirates of the Caribbean IV: Fremde Gezeiten,Morgan Freeman,0.45
Battleship,Morgan Freeman,0.405
"Duchess, The (Die Herzogin)",Morgan Freeman,0.36
Oxford Murders,Morgan Freeman,0.36
"Pledge, The",Morgan Freeman,0.36
Flags of Our Fathers,Morgan Freeman,0.315
Eagle Eye,Morgan Freeman,0.27
Mystic River,Morgan Freeman,0.27
"History of Violance, The",Morgan Freeman,0.144
"Chef zum Verlieben, Ein (Two weeks notice)",Morgan Freeman,0.135
Hearts in Atlantis,Morgan Freeman,0.135
Knockin' on Heaven's Door,Morgan Freeman,0.09
Pinocchio,Morgan Freeman,0.09
Kundun,Morgan Freeman,0.063
"Narnia I, The Chronicles of Narnia",Morgan Freeman,0.054
"Maulwurf, Der - Abenteuer als Gärtner",Morgan Freeman,0.045
"International, The",Morgan Freeman,0.2
Lord of War,Morgan Freeman,0.16
Cowboys and Aliens,Morgan Freeman,0.12
Merida - Legende der Highlands,Morgan Freeman,0.12
"Children of Men, The",Morgan Freeman,0.056
Inglorious Basterds,Morgan Freeman,0.04
Liebe auf Umwegen (Raising Helen),Morgan Freeman,0.04
Robin Hood,Morgan Freeman,0.04
Jeanne d'Arc - Die Frau des Jahrtausends,Morgan Freeman,0.032
Se7en,Morgan Freeman,0.032
"Perfect Man, The",Morgan Freeman,0.024
Pirates of the Caribbean II: Dead Man's Chest,Morgan Freeman,0.008
Alexander,Morgan Freeman,0.07
Sideways,Morgan Freeman,0.07
"Pompeji, Die letzten Tage von Pompeji",Morgan Freeman,0.021
Casanova,Morgan Freeman,0.007
Iron Man,Morgan Freeman,0.007
Kingdom of Heaven,Morgan Freeman,0.007
Küss den Frosch,Morgan Freeman,0.007
My Super Ex-Girlfriend,Morgan Freeman,0.007
LOST - Staffel 2,Anthony Hopkins,0.05
Rubinrot,Anthony Hopkins,0.9
"Jacket, The",Anthony Hopkins,0.855
Flags of Our Fathers,Anthony Hopkins,0.63
Schatten einer Liebe (To Gillian on Her 37th Birthday),Anthony Hopkins,0.63
Battleship,Anthony Hopkins,0.585
"Butterfly Effect 1, The",Anthony Hopkins,0.585
Däumeline,Anthony Hopkins,0.585
Eagle Eye,Anthony Hopkins,0.585
"Pledge, The",Anthony Hopkins,0.54
Oxford Murders,Anthony Hopkins,0.315
Pirates of the Caribbean IV: Fremde Gezeiten,Anthony Hopkins,0.315
"Duchess, The (Die Herzogin)",Anthony Hopkins,0.27
"Golden Compass, The",Anthony Hopkins,0.27
"History of Violance, The",Anthony Hopkins,0.135
"Narnia I, The Chronicles of Narnia",Anthony Hopkins,0.135
"League of Extraordinary Gentlemen, The",Anthony Hopkins,0.09
Killing Fields,Anthony Hopkins,0.09
Könige der Wellen,Anthony Hopkins,0.054
Bones: Die Knochenjägerin (Season 4),Anthony Hopkins,0.045
Jarhead,Anthony Hopkins,0.24
Merida - Legende der Highlands,Anthony Hopkins,0.16
Robin Hood,Anthony Hopkins,0.16
Alexander,Anthony Hopkins,0.12
Cowboys and Aliens,Anthony Hopkins,0.12
Pulp Fiction,Anthony Hopkins,0.12
Rambo IV,Anthony Hopkins,0.12
Bridget Jones's Diary,Anthony Hopkins,0.08
"Dolmetscherin, Die (The Interpreter)",Anthony Hopkins,0.064
Perfect World,Anthony Hopkins,0.048
Lord of War,Anthony Hopkins,0.04
"Maulwurf, Der - Abenteuer als Gärtner",Anthony Hopkins,0.032
"Book of Eli, The",Anthony Hopkins,0.008
"Schöne und das Biest, Die",Anthony Hopkins,0.008
Knockin' on Heaven's Door,Anthony Hopkins,0.035
Shrek,Anthony Hopkins,0.035
Gothika,Anthony Hopkins,0.021
"Brothers Grimm, The",Anthony Hopkins,0.007
McLeods Töchter: Staffel 2,Anthony Hopkins,0.007
My Super Ex-Girlfriend,Anthony Hopkins,0.007
Shrek 2,Anthony Hopkins,0.007
Mission: Impossible II,Djimon Hounsou,0.5
"Book of Eli, The",Djimon Hounsou,0.25
Rambo IV,Djimon Hounsou,0.9
Hearts in Atlantis,Djimon Hounsou,0.765
Däumeline,Djimon Hounsou,0.72
Sideways,Djimon Hounsou,0.63
"Chef zum Verlieben, Ein (Two weeks notice)",Djimon Hounsou,0.585
Robin Hood,Djimon Hounsou,0.45
Cowboys and Aliens,Djimon Hounsou,0.405
"Golden Compass, The",Djimon Hounsou,0.36
Ghost Rider,Djimon Hounsou,0.18
"Maulwurf, Der - Abenteuer als Gärtner",Djimon Hounsou,0.24
Pate II (The Godfather: Part II),Djimon Hounsou,0.12
Knockin' on Heaven's Door,Djimon Hounsou,0.035
Bones: Die Knochenjägerin (Season 4),Djimon Hounsou,0.007
Inferno,Matthew McConaughey,0.675
City of God,Matthew McConaughey,0.8
Magnolia,Matthew McConaughey,0.2
"Last Days on Mars, The",Nigel Hawthorne,0.9
Prinzessin Fantaghiro,Nigel Hawthorne,0.81
Art of War,Nigel Hawthorne,0.72
Plötzlich Prinzessin,Nigel Hawthorne,0.675
Mimic,Nigel Hawthorne,0.63
Blow,Nigel Hawthorne,0.32
Hoch klingt der Radetzkymarsch,Nigel Hawthorne,0.12
Apocalypse Now,Nigel Hawthorne,0.42
"Eiskönigin, Die (Frozen)",Nigel Hawthorne,0.35
"Arielle, die Meerjungfrau",David Paymer,3
D-Day 6.6.44,David Paymer,2
"Island, The",David Paymer,1.2
"Reader, The (Der Vorleser)",David Paymer,0.4
Flags of Our Fathers,David Paymer,0.12
Männerpension,David Paymer,0.08
Dark Angel - Season Two,David Paymer,0.04
S.W.A.T.,David Paymer,0.021
Resident Evil: Extinction,Silvia Seidel,1.5
One Way,Silvia Seidel,0.9
Selbst ist die Braut (The Proposal),Silvia Seidel,0.72
Interstellar,Silvia Seidel,0.45
Männerpension,Silvia Seidel,0.45
"Illusionist, The",Silvia Seidel,0.8
Amistad,Silvia Seidel,0.6
"Maulwurf, Der - Abenteuer mit dem Igel",Silvia Seidel,0.6
Schindler's List,Silvia Seidel,0.105
"Last Days on Mars, The",Patrick Bach,0.8
Plötzlich Prinzessin,Patrick Bach,0.76
No Country for old Men,Patrick Bach,0.72
Poseidon,Patrick Bach,0.64
"Maulwurf, Der - In der Stadt",Patrick Bach,0.35
Niko - Ein Rentier hebt ab,Patrick Bach,0.175
Sliding Doors,Eberhard Feik,1.1
"Kill Bill, Volume 1",Eberhard Feik,0.9
Sleeping Dictionary (Selima & John),Eberhard Feik,0.81
Rezept zum Verlieben (No Reservations),Eberhard Feik,0.72
Mimic,Eberhard Feik,0.675
Prometheus,Ronnie Janot,1.08
Mulan,Ronnie Janot,0.99
Chip & Chap - Die Ritter des Rechts (Vol. 1),Ronnie Janot,0.9
Life of David Gale,Ronnie Janot,0.855
Emma,Ronnie Janot,0.81
Before Sunrise,Ronnie Janot,0.765
Madagascar,Ilse Neubauer,1.25
Casablanca,Ilse Neubauer,0.99
Festen,Ilse Neubauer,0.81
Sleepers,Ilse Neubauer,0.675
Pearl Harbor,Ilse Neubauer,0.63
Green Zone,Ilse Neubauer,0.54
"Score, The",Ilse Neubauer,0.64
Lady in the Water,Ilse Neubauer,0.52
Madagascar,Sophie Marceau,0.9
Batman - The Dark Knight,Sophie Marceau,0.675
Hostage,Sophie Marceau,0.45
Matrix Revolutions,Sophie Marceau,0.45
Miami Vice,Sophie Marceau,0.405
Festen,Sophie Marceau,0.36
Catch Me if You Can,Sophie Marceau,0.27
E.T. - Der Ausserirdische,Sophie Marceau,0.28
Percy Jackson - Diebe im Olymp,Sophie Marceau,0.2
Finding Nemo,Sean Bean,1.35
I am Legend,Alfred Molina,1.125
Fifth Element,Alfred Molina,0.9
"Family Stone, The",Alfred Molina,0.64
"Baader Meinhof Komplex, Der",Mia Kirshner,0.9
Breaking and Entering,Mia Kirshner,0.855
Million Dollar Baby,James Fox,1.25
"Merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit, Das",James Fox,0.9
Iron Man,James Fox,0.81
District 9,James Fox,0.495
Casanova,James Fox,0.36
Keinohrhasen,James Fox,0.24
Full Metal Jacket,Georg Solti,4
Haven - Staffel 2,Albert Finney,1.5
Shutter Island,Albert Finney,0.75
Kung Fu Panda,Albert Finney,1.485
"Hochzeits-Crasher, Die (Wedding Crashers)",Albert Finney,1.125
Seide (Silk),Albert Finney,0.99
"Golden Compass, The",Albert Finney,0.72
Riddick - The Chronicles of Riddick,Albert Finney,0.72
Fahrenheit 9/11,Albert Finney,0.54
Schmetterling und Taucherglocke,Albert Finney,0.54
Ich - Einfach unverbesserlich (Minions),Albert Finney,0.45
Harry Potter VI - Halbblutprinz,Albert Finney,0.405
Cloverfield,Albert Finney,0.36
Sandmännchen - Frühlingsträume,Albert Finney,0.72
McLeods Töchter: Staffel 5,Albert Finney,0.48
Final Destination 2,Albert Finney,0.4
Krieg der Welten (War of the Worlds),Albert Finney,0.245
Monsters University,Carol Burnett,3.6
Drachenzähmen (How to Train Your Dragon),Carol Burnett,2.25
Gothika,Carol Burnett,1.44
Monster,Carol Burnett,1.2
"Asterix, Operation Hinkelstein",Ann Reinking,0.99
Sieben Leben (Seven Pounds),Ann Reinking,0.9
Sideways,Ann Reinking,0.81
Pinocchio,Ann Reinking,0.64
Hart am Limit (Torque),Ann Reinking,0.56
"Haus am See, Das (The Lake House)",Ann Reinking,0.52
Krieg der Welten (War of the Worlds),Ann Reinking,0.024
Far and Away (In einem Fernen Land),Ann Reinking,0.021
Haven - Staffel 1,Ann Reinking,0.006
Cloverfield,Tim Curry,1.25
Ich - Einfach unverbesserlich (Minions),Tim Curry,0.855
Harry Potter VI - Halbblutprinz,Tim Curry,0.81
"Illusionist, The",Tim Curry,0.72
Argo,Tim Curry,0.8
Notting Hill,Tim Curry,0.595
Cars,Tim Curry,0.525
Küss den Frosch,Tim Curry,0.49
"Dolmetscherin, Die (The Interpreter)",Tim Curry,0.455
Oxford Murders,Tim Curry,0.021
Monty Python's Life of Brian,Bernadette Peters,1
Casanova,Bernadette Peters,1.125
"Illusionist, The",Bernadette Peters,0.855
Dirty Dancing I,Bernadette Peters,0.81
Küss den Frosch,Bernadette Peters,0.68
Mona Lisa Smile,Aileen Quinn,1.25
Evelyn,Aileen Quinn,0.9
McLeods Töchter: Staffel 8,Aileen Quinn,0.855
Meet the Fockers,Aileen Quinn,0.4
"Maulwurf, Der - Abenteuer mit dem Igel",Marlon Brando,0.9
Drachenzähmen (How to Train Your Dragon),Marlon Brando,0.8
LOST - Staffel 6,Marlon Brando,0.7
Asterix und die Wikinger,Marlon Brando,0.25
Dirty Dancing I,Marlon Brando,1.125
"Illusionist, The",Marlon Brando,0.9
Flags of Our Fathers,Marlon Brando,0.36
Casanova,Marlon Brando,0.135
Notting Hill,Marlon Brando,0.48
Red Planet,Marlon Brando,0.4
Grosse Haie - Kleine Fische (Shark Tale),Marlon Brando,0.12
Schindler's List,Robert Duvall,1
LOST - Staffel 2,Robert Duvall,0.81
"Book of Eli, The",Robert Duvall,0.765
Sandmännchen - Frühlingsträume,Robert Duvall,0.27
Kingsman,Robert Duvall,0.18
Les Misérables,Robert Duvall,0.18
"Maulwurf, Der - Abenteuer als Fotograf",Robert Duvall,0.135
LOST - Staffel 6,Robert Duvall,0.4
Küss den Frosch,Robert Duvall,0.2
LOST - Staffel 4,Robert Duvall,0.12
Jeanne d'Arc - Die Frau des Jahrtausends,Robert Duvall,0.04
Pirates of the Caribbean II: Dead Man's Chest,Robert Duvall,0.04
"Kill Bill, Volume 1",Robert Duvall,0.032
"Chef zum Verlieben, Ein (Two weeks notice)",Robert Duvall,0.024
Drachenzähmen (How to Train Your Dragon),Robert Duvall,0.008
Fahrenheit 9/11,Robert Duvall,0.008
Final Destination 2,Robert Duvall,0.008
Kundun,Robert Duvall,0.008
Schneeweisschen und Rosenrot,Robert Duvall,0.008
"Island, The",Robert Duvall,0.014
"Arielle, die Meerjungfrau",Robert Duvall,0.012
"International, The",Robert Duvall,0.006
Schindler's List,Martin Sheen,0.99
Robots,Martin Sheen,0.08
Perfect World,Frederic Forrest,0.99
McLeods Töchter: Staffel 6,Frederic Forrest,0.9
Cars 2,Frederic Forrest,0.81
Dogma,Frederic Forrest,0.72
Platoon,Frederic Forrest,0.24
"Arielle, die Meerjungfrau",Albert Hall,1.6
Frequency,Albert Hall,1.575
D-Day 6.6.44,Albert Hall,1.35
Dark Angel - Season Two,Albert Hall,0.9
Dodgeball,Albert Hall,0.81
Bones: Die Knochenjägerin (Season 2),Albert Hall,0.63
Ronin,Albert Hall,0.54
Déjà Vu,Albert Hall,0.64
Cool Runnings,Albert Hall,0.32
"Eiskönigin, Die (Frozen)",Albert Hall,0.07
Gladiator,Sam Bottoms,1.25
ROM - 1. Staffel,Sam Bottoms,1.1
Bowling for Columbine,Sam Bottoms,0.9
Metro,Sam Bottoms,0.855
"Family Stone, The",Sam Bottoms,0.765
Niko - Ein Rentier hebt ab,Sam Bottoms,0.72
Resident Evil: Extinction,Sam Bottoms,0.72
Drachenzähmen (How to Train Your Dragon),Ben Affleck,2.45
Pocahontas,Bryan Cranston,1.25
Kon-Tiki,Bryan Cranston,0.9
Oxford Murders,Bryan Cranston,0.81
Death Proof,Bryan Cranston,0.765
Mystic River,Bryan Cranston,0.72
Pinocchio,Bryan Cranston,0.675
Küss den Frosch,Bryan Cranston,0.36
Robin Hood,Bryan Cranston,0.455
Sideways,Bryan Cranston,0.42
Plötzlich Prinzessin 2,John Goodman,1.25
"Schwanenprinzessin, Die",John Goodman,0.8
McLeods Töchter: Staffel 6,John Goodman,0.75
Monty Python's Life of Brian,John Goodman,0.9
Lion King,John Goodman,0.855
Inside Job,John Goodman,0.81
Rio 2,John Goodman,0.54
Monty Python and the Holy Grail,John Goodman,0.68
Reservoir Dogs,Clea DuVall,1.5
Shooter,Clea DuVall,1.125
Snow White and the Huntsman,Clea DuVall,0.9
Dirty Dancing I,Clea DuVall,0.135
Sideways,Clea DuVall,0.006
Cinderella,Alan Arkin,1.125
Jagdfieber (Open Season),Alan Arkin,0.9
Cube,Alan Arkin,0.81
Coyote Ugly,Alan Arkin,0.4
Alatriste,Rene Auberjonois,1.25
Robots,Rene Auberjonois,0.9
"Reader, The (Der Vorleser)",Rene Auberjonois,0.81
"Kill Bill, Volume 1",Rene Auberjonois,0.72
Robots,Christopher Daniel Barnes,2
Schindler's List,Christopher Daniel Barnes,1.5
LOST - Staffel 2,Christopher Daniel Barnes,1.575
"Island, The",Christopher Daniel Barnes,0.45
D-Day 6.6.44,Christopher Daniel Barnes,0.32
"Kill Bill, Volume 1",Christopher Daniel Barnes,0.16
Alatriste,Christopher Daniel Barnes,0.08
"Reader, The (Der Vorleser)",Christopher Daniel Barnes,0.08
"Arielle, die Meerjungfrau",Christopher Daniel Barnes,0.04
McLeods Töchter: Staffel 2,Christopher Daniel Barnes,0.04
"Perfect Man, The",Christopher Daniel Barnes,0.04
S.W.A.T.,Christopher Daniel Barnes,0.032
Hearts in Atlantis,Christopher Daniel Barnes,0.024
"Chef zum Verlieben, Ein (Two weeks notice)",Christopher Daniel Barnes,0.008
Dirty Dancing 2,Christopher Daniel Barnes,0.008
Down in the Valley,Christopher Daniel Barnes,0.008
LOST - Staffel 6,Christopher Daniel Barnes,0.07
Neutral,Christopher Daniel Barnes,0.07
Hercules,Christopher Daniel Barnes,0.007
Kingdom of Heaven,Christopher Daniel Barnes,0.007
Hangover,Christopher Daniel Barnes,0.0035
Breaking and Entering,Christopher Daniel Barnes,0.006
Dogma,Jodi Benson,1.25
Cars 2,Jodi Benson,0.8
Inside Man,Pat Carroll,1.25
Ocean's 11,Pat Carroll,0.7
FernGully 1 & 2,Pat Carroll,0.6
Matrix Reloaded,Pat Carroll,0.99
Letters to Juliet (Biefe an Julia),Pat Carroll,0.81
Alles ist erleuchtet (Everything Is Illuminated),Pat Carroll,0.72
Grounding,Pat Carroll,0.675
"Schatzinsel, Die (PRO7)",Pat Carroll,0.585
Meet the Fockers,Pat Carroll,0.68
Daredevil,Pat Carroll,0.32
Hangover 3,Paddi Edwards,1.5
Italian Job,Paddi Edwards,1.25
Minority Report,Paddi Edwards,1
